Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Luján	Ben Ray		E	NM03	2021	1/29/2021	8217833
Hon.	Luria	Elaine		P	VA02	2021	4/13/2021	20018569
	Luttrell	Morgan Joe		C	TX08	2021	8/24/2021	10041079
	Luttrell	Morgan Joe		X	TX08	2021	6/29/2021	30014972
	Lydon	Robert K.		C	CA01	2021	8/8/2021	10041224
	Lydon	Robert K.		D	CA01	2021	7/12/2021	40003226
	Lynn	Eric		C	FL13	2021	8/13/2021	10043273
	Malgeri	Noah		A	NV03	2021	8/24/2021	10043602
	Malgeri	Noah		C	NV03	2021	8/24/2021	10043601
	Malgeri	Noah		X	NV03	2021	9/15/2021	8218346
Hon.	Malinowski	Tom		B	NJ07	2021	8/17/2021	8218301
Hon.	Malinowski	Tom		P	NJ07	2021	3/5/2021	20011417
Hon.	Malinowski	Tom		P	NJ07	2021	3/6/2021	20018344
Hon.	Malinowski	Tom		P	NJ07	2021	4/10/2021	20018553
Hon.	Malinowski	Tom		P	NJ07	2021	6/12/2021	20018792
Hon.	Malinowski	Tom		P	NJ07	2021	6/23/2021	20018967
Hon.	Malinowski	Tom		P	NJ07	2021	7/9/2021	20019040
Hon.	Malinowski	Tom		P	NJ07	2021	8/26/2021	20019374
Hon.	Maloney	Carolyn B.		P	NY12	2021	10/22/2021	20017063
Hon.	Maloney	Sean Patrick		P	NY18	2021	4/2/2021	20018502
	Manning	Kathy		P	NC06	2021	2/4/2021	20018138
	Manning	Kathy		P	NC06	2021	3/4/2021	20018325
Hon.	Manning	Kathy		P	NC06	2021	5/6/2021	20018693
	Manolache	Gabriella		D	MI03	2021	5/11/2021	40003177
Hon.	Marchant	Kenny		T	TX24	2021	4/19/2021	8217992
Hon.	Marchant	Kenny		X	TX24	2021	11/2/2020	8217795
	Margus	Robert		C	PA05	2021	8/6/2021	10042534
	Mariner	Jason		C	FL20	2021	9/2/2021	10043658
Hon.	Marshall	Roger W.		E	KS01	2021	2/19/2021	8217881
Hon.	Marshall	Roger W.		P	KS01	2021	9/28/2021	8218371
	Marter	James Thomas		C	IL16	2021	5/13/2021	10040389
	Martin	Henry Robert		C	MO06	2021	5/24/2021	10040634
	Martz	Melissa		C	FL18	2021	5/8/2021	10040273
Hon.	Mast	Brian		P	FL18	2021	2/1/2021	20018108
Hon.	Mast	Brian		P	FL18	2021	3/17/2021	20018412
Hon.	Mast	Brian		P	FL18	2021	3/18/2021	20018421
Hon.	Mast	Brian		P	FL18	2021	4/19/2021	20018601
Hon.	Mast	Brian		P	FL18	2021	5/14/2021	20018737
Hon.	Mast	Brian		P	FL18	2021	8/23/2021	20019373
Hon.	Mast	Brian		P	FL18	2021	9/7/2021	20019436
	Mathis	Elizabeth		X	IA01	2021	9/15/2021	8218347
Hon.	Matsui	Doris O.		P	CA06	2021	2/9/2021	20018180
Hon.	Matsui	Doris O.		P	CA06	2021	2/12/2021	8217852
Hon.	Matsui	Doris O.		P	CA06	2021	6/22/2021	20018861
	Mattammal	Gus		C	CA14	2021	10/7/2021	10043800
Hon.	McAdams	Ben		T	UT04	2021	1/30/2021	10039488
Mr.	McCaffrey	Francis Timothy		X	TX15	2021	10/5/2021	30015104
Hon.	McCaul	Michael T.		P	TX10	2021	2/25/2021	8217869
Hon.	McCaul	Michael T.		P	TX10	2021	3/30/2021	8217912
Hon.	McCaul	Michael T.		P	TX10	2021	4/19/2021	8217977
Hon.	McCaul	Michael T.		P	TX10	2021	5/26/2021	8218059
Hon.	McCaul	Michael T.		P	TX10	2021	6/17/2021	8218113
Hon.	McCaul	Michael T.		P	TX10	2021	7/16/2021	8218157
Hon.	McCaul	Michael T.		P	TX10	2021	8/18/2021	8218312
Hon.	McCaul	Michael T.		P	TX10	2021	9/29/2021	8218376
Hon.	McCaul	Michael T.		P	TX10	2021	10/20/2021	8218408
	McCormack	Holly		C	GA14	2021	6/10/2021	10039655
	McCormack	Holly		X	GA14	2021	6/1/2021	30014919
Dr.	McCormick	Richard Dean		C	GA07	2021	8/13/2021	10040297
Dr.	McCormick	Richard Dean		X	GA07	2021	5/18/2021	30014903
Dr.	McCormick	Richard Dean		X	GA07	2021	7/12/2021	30014981
	McDowell	Jan		D	TX24	2021	9/20/2021	40003248
	McGonigal	Ryan James		A	CO02	2021	9/9/2021	10043713
	McGonigal	Ryan James		C	CO02	2021	9/9/2021	10043707
Hon.	McHenry	Patrick T.		P	NC10	2021	1/10/2021	20018005
	McKaughan	Daniel Cregg		C	TX08	2021	8/24/2021	10042421
Hon.	McKinley	David B.		P	WV01	2021	3/1/2021	20018300
Hon.	McKinley	David B.		P	WV01	2021	4/6/2021	20018503
Hon.	McKinley	David B.		P	WV01	2021	6/2/2021	20018830
Hon.	McKinley	David B.		P	WV01	2021	9/13/2021	20019451
Hon.	McKinley	David B.		P	WV01	2021	10/12/2021	20019559
	McMain	Marc		C	GA10	2021	8/7/2021	10041316
	Medina	Ian Anthony		C	NY10	2021	3/4/2021	10039581
	Mehta	Rik		X	NJ07	2021	9/21/2021	30015101
Mr.	Meijer	Peter		P	MI03	2021	2/23/2021	20018188
Mr.	Meijer	Peter		P	MI03	2021	3/16/2021	20018311
Hon.	Meuser	Daniel		P	PA09	2021	8/11/2021	20019267
	Meyer	Lawrence N D		C	TN04	2021	5/14/2021	10040454
	Miller	Aruna		C	MD06	2021	8/10/2021	10040212
	Miller	Aruna		X	MD06	2021	5/11/2021	30014896
	Miller	Sarah		C	TX37	2021	8/5/2021	10042518
	Miller	Stephen		C	NC07	2021	3/30/2021	8217915
	Millis	Tonya Lynn		D	IN09	2021	9/28/2021	40003254
	Mills	Cory		C	FL07	2021	5/7/2021	10040264
	Mills	Ronald D.		A	TX34	2021	10/15/2021	10043899
	Mills	Ronald D.		C	TX34	2021	10/15/2021	10043898
	Mitchell	Christopher		C	CO05	2021	8/31/2021	10043642
	Mitchell	Jonathan Andrew		C	TX08	2021	5/15/2021	10040474
Hon.	Mitchell	Paul	III	T	MI10	2021	1/19/2021	10039411
	Mizeur	Heather Renay		C	MD01	2021	8/13/2021	10039776
	Mizeur	Heather Renay		X	MD01	2021	5/5/2021	30011670
	Montague	Willie		X	FL10	2021	5/11/2021	30014892
	Moon	Mike		C	MO07	2021	9/28/2021	10043816
Hon.	Moore	Blake		P	UT01	2021	7/17/2021	20019092
Hon.	Moore	Blake		P	UT01	2021	8/13/2021	20019307
Hon.	Moore	Blake		P	UT01	2021	9/24/2021	20019457
Hon.	Moore	Blake		P	UT01	2021	10/15/2021	20019637
Hon.	Moore	Felix Barry		P	AL02	2021	7/2/2021	20018999
Hon.	Moore	Felix Barry		P	AL02	2021	10/26/2021	20019695
	Moore	John W.		A	AZ01	2021	6/6/2021	10040608
	Moore	John W.		C	AZ01	2021	4/10/2021	10039718
	Moore	Rodney R.		C	GA03	2021	9/22/2021	10043786
	Moore	Scotty		X	FL09	2021	10/13/2021	30015114
	Moreira	Elizabeth		C	CA38	2021	7/17/2021	10040469
	Moreira	Elizabeth		X	CA38	2021	6/1/2021	30014923
Mr.	Morgan	Kenneth Farrell	Sr.	C	TN03	2021	10/1/2021	10041200
Mr.	Morgan	Kenneth Farrell	Sr.	X	TN03	2021	7/12/2021	30014975
	Mosely	Brandon		C	CA42	2021	6/13/2021	10040573
	Moses	Patrick		C	TX06	2021	5/14/2021	10040455
Hon.	Moulton	Seth		P	MA06	2021	4/11/2021	20018427
Hon.	Moulton	Seth		P	MA06	2021	8/9/2021	20019142
	Mowers	Matt		X	NH01	2021	10/5/2021	30015108
Hon.	Mucarsel-Powell	Debbie		T	FL26	2021	5/1/2021	10039432
Hon.	Mucarsel-Powell	Debbie		X	FL26	2021	1/11/2021	30011631
Hon.	Murphy	Greg Francis		P	NC03	2021	2/12/2021	20016924
Dr.	Murphy	Marcus		C	CO05	2021	5/26/2021	8218055
	Murray	William Roysdon		C	PA17	2021	9/12/2021	10043729
	Murtari	John		C	NY24	2021	9/22/2021	10043768
	Musselwhite	Gregory Wayne	Sr	C	FL20	2021	10/29/2021	10043961
	Nalbandian	Johnny		C	CA27	2021	8/18/2021	10040387
	Nalbandian	Johnny		X	CA27	2021	5/18/2021	30014911
	Nascimento	Christian		C	PA04	2021	9/8/2021	10043701
Mr.	Navarre	Roderic Stewart		C	VA01	2021	8/12/2021	10039771
Mr.	Navarre	Roderic Stewart		X	VA01	2021	5/18/2021	30014902
	Neumann	Cora		X	MT00	2021	9/15/2021	8218348
	Nevarez	Wendy Marie-Limbaugh		D	NC11	2021	5/14/2021	40003188
	Nevills	Donald Raymond		C	PA18	2021	10/4/2021	10043843
Hon.	Newhouse	Dan		P	WA04	2021	8/6/2021	20019250
	Newman	Marie		P	IL03	2021	2/13/2021	20018190
Hon.	Newman	Marie		P	IL03	2021	4/15/2021	20018385
Hon.	Newman	Marie		P	IL03	2021	4/15/2021	20018592
Hon.	Newman	Marie		P	IL03	2021	4/21/2021	20018616
Hon.	Newman	Marie		P	IL03	2021	5/9/2021	20018702
Hon.	Newman	Marie		P	IL03	2021	6/10/2021	20018891
Hon.	Newman	Marie		P	IL03	2021	7/9/2021	20019052
Hon.	Newman	Marie		P	IL03	2021	8/5/2021	20019240
Hon.	Newman	Marie		P	IL03	2021	9/8/2021	20019443
Hon.	Newman	Marie		P	IL03	2021	10/6/2021	20019581
	Newsom	Robert Starbuck		X	TN05	2021	7/12/2021	30014973
	Nickel	Wiley		C	NC14	2021	8/30/2021	10043629
	Nicoloff	Josh		C	MO03	2021	4/26/2021	10039837
Mr.	Nolan	Gerry Gerard Mr		C	FL06	2021	5/15/2021	10040352
Hon.	Norton	Eleanor Holmes		P	DC00	2021	4/12/2021	20018566
	Norton	Elijah		C	AZ06	2021	9/28/2021	10043744
	Nunn	Zach		C	IA03	2021	8/9/2021	10041917
Mr.	O'Connell	Bruce Harris		X	NC11	2021	7/12/2021	30014980
	O'Connor	Daniel Jay	Jr	C	OH12	2021	5/17/2021	10040494
Dr.	O'Donnell	Sherry Anne		C	MI06	2021	10/29/2021	10043946
Mrs.	Olivas	Laura		D	NM01	2021	5/12/2021	8218036
Hon.	Olson	Pete		T	TX22	2021	4/26/2021	10039449
Hon.	Olson	Pete		X	TX22	2021	1/19/2021	30011633
	Olson	Reed Jerrold		C	MN07	2021	8/9/2021	10042754
	Olszewski	Al		C	MT00	2021	8/5/2021	10042412
	Onias	Marlon A.		W	FL20	2021	5/17/2021	7812
Mr.	Oppegaard-Peltier	Ernest Joseph	III	C	MN07	2021	5/15/2021	10040306
	Ortega	Michael		C	CA46	2021	8/28/2021	10043623
	Painter	Teresa L Royal		D	NC07	2021	4/6/2021	40003150
Hon.	Pallone	Frank	Jr.	P	NJ06	2021	8/16/2021	20019319
	Parker	Kevin Copeland		C	FL09	2021	6/13/2021	10040802
Mr.	Parrott	Neil Conrad		C	MD06	2021	10/20/2021	10043914
	Patel	Vimal		C	AL02	2021	10/28/2021	10043866
	Paulina Luna	Anna		C	FL13	2021	9/27/2021	10040443
	Paulina Luna	Anna		X	FL13	2021	6/1/2021	30014917
Hon.	Pelosi	Nancy		P	CA12	2021	1/21/2021	20018011
Hon.	Pelosi	Nancy		P	CA12	2021	3/9/2021	20018355
Hon.	Pelosi	Nancy		P	CA12	2021	4/9/2021	20018539
Hon.	Pelosi	Nancy		P	CA12	2021	7/2/2021	20019004
Hon.	Pelosi	Nancy		P	CA12	2021	8/20/2021	20019331
	Perez	Janelle		C	FL27	2021	9/30/2021	10043806
Hon.	Perlmutter	Ed		P	CO07	2021	6/25/2021	20018974
Hon.	Perlmutter	Ed		P	CO07	2021	8/24/2021	20019352
Hon.	Perlmutter	Ed		P	CO07	2021	10/26/2021	20019693
Mr.	Peters	Samuel James		C	NV04	2021	5/28/2021	10040693
Hon.	Peters	Scott H.		P	CA52	2021	1/13/2021	20017994
Hon.	Peters	Scott H.		P	CA52	2021	2/8/2021	20018152
Hon.	Peters	Scott H.		P	CA52	2021	3/11/2021	20018346
Hon.	Peters	Scott H.		P	CA52	2021	4/14/2021	20018560
Hon.	Peters	Scott H.		P	CA52	2021	5/12/2021	20018716
Hon.	Peters	Scott H.		P	CA52	2021	6/8/2021	20018867
Hon.	Peters	Scott H.		P	CA52	2021	7/9/2021	20019062
Hon.	Peters	Scott H.		P	CA52	2021	9/13/2021	20019450
Hon.	Peters	Scott H.		P	CA52	2021	10/15/2021	20019621
	Peterson	Bob		C	OH15	2021	7/4/2021	10041206
	Peterson	Bob		X	OH15	2021	6/2/2021	8218069
Hon.	Peterson	Collin C.		T	MN07	2021	1/25/2021	10039466
	Pfaff	Teresa Marie		C	IL16	2021	4/24/2021	10039770
	Pfaff	Teresa Marie		D	IL16	2021	5/6/2021	8218016
Hon.	Pfluger	August Lee	II	P	TX11	2021	8/3/2021	20019227
	Philips	Mike		C	TX08	2021	10/11/2021	10043876
Hon.	Phillips	Dean		B	MN03	2021	8/18/2021	8218302
Hon.	Phillips	Dean		B	MN03	2021	9/20/2021	8218357
Hon.	Phillips	Dean		P	MN03	2021	1/9/2021	20017991
Hon.	Phillips	Dean		P	MN03	2021	2/13/2021	20018175
Hon.	Phillips	Dean		P	MN03	2021	3/9/2021	20018352
Hon.	Phillips	Dean		P	MN03	2021	4/7/2021	20018523
Hon.	Phillips	Dean		P	MN03	2021	5/12/2021	20018719
Hon.	Phillips	Dean		P	MN03	2021	6/8/2021	20018863
Hon.	Phillips	Dean		P	MN03	2021	7/14/2021	20019081
Hon.	Phillips	Dean		P	MN03	2021	8/13/2021	20019295
Hon.	Phillips	Dean		P	MN03	2021	9/23/2021	20019489
	Phillips	Jeffrey Alan		D	CA12	2021	5/7/2021	40003175
Hon.	Pingree	Chellie		P	ME01	2021	4/13/2021	20018542
Hon.	Pingree	Chellie		P	ME01	2021	8/13/2021	20019208
	Piper-Loomis	Lynz		C	SC01	2021	6/30/2021	8218136
	Piper-Loomis	Lynz		X	SC01	2021	6/2/2021	8218068
	Pitocco	Antonio		C	MD03	2021	5/13/2021	10040384
	Plowhead	Angela		X	OR06	2021	9/13/2021	30015069
Mr.	Poirier	Dean Allan		X	NH02	2021	10/5/2021	30015112
Hon.	Poliquin	Bruce L.		C	ME02	2021	10/22/2021	10043925
	Preece	Christopher		D	KY06	2021	4/13/2021	40003154
	Preston	Jason		C	UT03	2021	9/27/2021	10043671
Hon.	Price	David E.		P	NC04	2021	1/3/2021	20017957
Hon.	Price	David E.		P	NC04	2021	2/5/2021	20018163
Hon.	Price	David E.		P	NC04	2021	2/19/2021	20018253
	Purham	Randy		C	AK00	2021	4/2/2021	10039689
	Putorti	Matthew		C	NY21	2021	10/12/2021	10041280
	Putorti	Matthew		X	NY21	2021	7/12/2021	30014979
	Quartey	John Quaye	II	A	CA25	2021	8/30/2021	10043624
	Quartey	John Quaye	II	C	CA25	2021	8/26/2021	10043616
	Quartey	John Quaye	II	X	CA25	2021	9/15/2021	8218349
	Quinn	Christine Yvonne		X	FL14	2021	6/1/2021	30014920
	Rab	Aejaz (Raji)		C	CA30	2021	10/1/2021	10043834
	Rambaransingh	Mahendranath Troy		C	FL10	2021	10/22/2021	10043909
Ms.	Ramirez	Tina Marie		C	VA07	2021	8/19/2021	10042630
	Rar	Rostislav		C	NY20	2021	8/9/2021	10042704
Hon.	Raskin	Jamie		P	MD08	2021	8/13/2021	20019320
Ms.	Rayner	Michele K.		C	FL13	2021	10/11/2021	10041310
Ms.	Rayner	Michele K.		X	FL13	2021	7/19/2021	30014984
Mr.	Rebresh	Michael Stephan		A	IL16	2021	8/17/2021	10043513
Mr.	Rebresh	Michael Stephan		C	IL16	2021	8/11/2021	10042965
	Recile	Rudy		C	CA00	2021	8/14/2021	10043423
	Recile	Rudy		X	CA00	2021	8/23/2021	30015049
	Recotta	James P.		C	NY23	2021	6/20/2021	10041003
	Rector	Christopher D.		C	TX12	2021	6/9/2021	10040843
	Redden	Savanna		C	OH01	2021	6/27/2021	10041018
	Redden	Savanna		D	OH01	2021	4/13/2021	40003153
	Reiss	Jonathan		C	CA36	2021	10/12/2021	10043877
	Remillard	Joshua		C	NC11	2021	5/17/2021	8218038
	Reuter	Kimberly Ann Clark		D	GA10	2021	4/21/2021	40003161
	Revis	Christopher John		W	TX08	2021	6/16/2021	7817
	Reynolds	Derral		C	MO07	2021	5/29/2021	10040707
	Richards	Matt		X	GA10	2021	9/13/2021	30015063
Hon.	Richmond	Cedric L.		E	LA02	2021	2/11/2021	8217855
	Roberts	John		X	AL05	2021	9/15/2021	8218350
	Robertson	Al		D	FL04	2021	8/3/2021	40003230
	Robertson	Mark Steven		C	NV03	2021	4/28/2021	10039768
	Robinson	Brian Jeffrey		C	NY10	2021	9/15/2021	10043700
Hon.	Roby	Martha		T	AL02	2021	7/21/2021	10039499
Hon.	Roby	Martha		X	AL02	2021	2/2/2021	30011641
	Roca	Mariela		X	MD08	2021	8/23/2021	30015020
	Rocellerpitts	Angeigh Jeannean		C	TX30	2021	5/14/2021	10040424
Mr.	Rocha	Jon		C	MI06	2021	5/13/2021	10040399
	Rocha	Joseph C.		X	CA50	2021	8/18/2021	30015009
	Rodermund	Jon Travis		C	TX06	2021	4/16/2021	10039694
	Rodermund	Jon Travis		D	TX06	2021	3/31/2021	40003149
Mr.	Rodriguez	Christopher		C	CA49	2021	7/4/2021	10041208
	Rodriguez	Lucia S.		W		2021		8217932
	Roe	Ann		C	WI01	2021	8/26/2021	10043507
	Roe	Ann		X	WI01	2021	9/15/2021	8218351
Hon.	Rogers	Harold Dallas		P	KY05	2021	2/10/2021	8217844
Hon.	Rogers	Harold Dallas		P	KY05	2021	4/1/2021	8217925
Hon.	Rogers	Harold Dallas		P	KY05	2021	4/1/2021	8217926
Hon.	Rogers	Harold Dallas		P	KY05	2021	6/11/2021	8218108
Hon.	Rogers	Harold Dallas		P	KY05	2021	7/2/2021	8218139
Hon.	Rogers	Harold Dallas		P	KY05	2021	8/13/2021	8218262
Hon.	Rogers	Harold Dallas		P	KY05	2021	9/27/2021	8218372
Hon.	Rogers	Harold Dallas		P	KY05	2021	9/27/2021	8218373
Hon.	Rogers	Harold Dallas		P	KY05	2021	9/27/2021	8218374
Hon.	Rogers	Harold Dallas		P	KY05	2021	10/27/2021	8218414
Hon.	Rooney	Francis		T	FL19	2021	2/3/2021	8217834
Hon.	Rose	Max		T	NY11	2021	2/2/2021	10039490
	Ross	Deborah K.		P	NC02	2021	1/24/2021	20018072
Hon.	Ross	Deborah K.		P	NC02	2021	4/30/2021	20018659
Hon.	Rouda	Harley E.	Jr	P	CA48	2021	5/26/2021	8218062
Hon.	Rouda	Harley E.	Jr	T	CA48	2021	5/4/2021	10039455
Hon.	Rouda	Harley E.	Jr	X	CA48	2021	1/22/2021	30011636
Hon.	Rouda	Harley E.	Jr	X	CA48	2021	9/15/2021	8218352
Hon.	Rouzer	David Cheston		P	NC07	2021	8/12/2021	20019312
Hon.	Rouzer	David Cheston		P	NC07	2021	8/30/2021	20019395
	Rupert	Charles V.		C	GA10	2021	6/28/2021	10041116
	Russo	Allison		C	OH15	2021	7/6/2021	10040763
	Russo	Allison		X	OH15	2021	6/17/2021	30014939
Hon.	Rutherford	John		P	FL04	2021	2/2/2021	20018123
Hon.	Rutherford	John		P	FL04	2021	2/2/2021	20018124
Hon.	Rutherford	John		P	FL04	2021	3/8/2021	20018350
	Sabatini	Anthony		A	FL11	2021	5/15/2021	10040476
	Sabatini	Anthony		C	FL11	2021	5/15/2021	10040468
	Samuels	E. Benjamin		X	MO02	2021	8/18/2021	30015003
Ms.	Sanchez	Jana		C	TX06	2021	4/21/2021	10039750
	Sandoval Reynoso	Beatriz		C	TX34	2021	9/21/2021	10043779
	Sandvig	Nate		C	OR05	2021	10/4/2021	10043789
Mr.	Sansaricq	Bernard		X	FL20	2021	6/15/2021	30014955
	Sasinowski	Sass		C	TX00	2021	2/10/2021	10039527
	Scheller	Lisa		C	PA07	2021	7/19/2021	10040785
	Scheller	Lisa		X	PA07	2021	6/2/2021	8218070
Hon.	Schiff	Adam B.		P	CA28	2021	7/30/2021	20019197
	Schmidt	Patrick		X	KS02	2021	8/18/2021	30015007
	Schmitt	Colin J.		C	NY18	2021	6/30/2021	10040277
	Schmitt	Colin J.		X	NY18	2021	5/18/2021	30014904
Hon.	Schrader	Kurt		P	OR05	2021	2/23/2021	8217870
Hon.	Schrader	Kurt		P	OR05	2021	3/9/2021	8217887
Hon.	Schrader	Kurt		P	OR05	2021	4/1/2021	8217927
Hon.	Schrader	Kurt		P	OR05	2021	4/1/2021	8217928
Hon.	Schrader	Kurt		P	OR05	2021	5/12/2021	8218029
Hon.	Schrader	Kurt		P	OR05	2021	6/4/2021	8218082
Hon.	Schrader	Kurt		P	OR05	2021	7/7/2021	8218140
Hon.	Schrader	Kurt		P	OR05	2021	8/5/2021	8218220
Hon.	Schrader	Kurt		P	OR05	2021	9/8/2021	8218328
Hon.	Schrader	Kurt		P	OR05	2021	10/6/2021	8218386
Hon.	Scott	Austin		P	GA08	2021	2/12/2021	20018208
Hon.	Scott	Austin		P	GA08	2021	4/1/2021	20018498
Hon.	Scott	Austin		P	GA08	2021	5/18/2021	20018771
Hon.	Scott	Austin		P	GA08	2021	5/18/2021	20018772
Hon.	Scott	Austin		P	GA08	2021	6/30/2021	20018992
Hon.	Scott	Austin		P	GA08	2021	8/13/2021	20019328
Hon.	Scott	Austin		P	GA08	2021	8/13/2021	20019330
Hon.	Scott	Austin		P	GA08	2021	10/15/2021	20019633
Hon.	Scott	Austin		P	GA08	2021	10/15/2021	20019635
Hon.	Scott	Austin		P	GA08	2021	10/21/2021	20019670
Hon.	Scott	Robert C. "Bobby"		P	VA03	2021	9/8/2021	20019448
	Scurry	Christopher Michael		C	TX31	2021	8/4/2021	10042369
	Sedillo Lopez	Antoinette		C	NM01	2021	3/25/2021	10039667
	Selen	Tayfun		X	NJ11	2021	9/13/2021	30015081
	Sellers	David		X	MS04	2021	10/13/2021	30015117
	Selvig	Marissa Joy		D	WY00	2021	6/1/2021	8218072
	Sempolinski	Joseph		C	NY23	2021	7/31/2021	10041814
Hon.	Sensenbrenner	F. James	Jr.	T	WI05	2021	5/3/2021	8218008
	Serrano	Carolina		C	NV04	2021	8/3/2021	10041045
	Serrano	Carolina		X	NV04	2021	6/29/2021	30014969
Hon.	Serrano	José E.		T	NY15	2021	1/17/2021	10039447
Mr.	Serratore	Leonard Louis		C	FL20	2021	10/29/2021	10043962
Hon.	Sessions	Pete		P	TX32	2021	5/3/2021	20018672
Hon.	Sessions	Pete		P	TX32	2021	5/5/2021	20018690
Hon.	Sessions	Pete		P	TX32	2021	5/5/2021	20018691
Hon.	Sessions	Pete		P	TX32	2021	7/9/2021	20019060
Hon.	Sessions	Pete		P	TX32	2021	8/15/2021	20019336
Hon.	Sessions	Pete		P	TX32	2021	10/17/2021	20019345
Mr.	Sessler	Jerrod C		C	WA04	2021	5/10/2021	10039723
Hon.	Shalala	Donna		T	FL27	2021	2/24/2021	10039414
Hon.	Shalala	Donna		X	FL27	2021	1/22/2021	30011635
Mr.	Shannon	Rick Alan	Jr.	C	TN05	2021	6/1/2021	10040732
	Sharief	Barbara		C	FL20	2021	7/13/2021	10041428
	Shearer	Alaina		C	OH12	2021	5/15/2021	10040475
Ms.	Sheldon-London	Monika Louise Ms		C	CA03	2021	9/23/2021	8218363
Ms.	Sheldon-London	Monika Louise Ms		X	CA03	2021	6/2/2021	8218071
	Shelton	Alisha		C	NE02	2021	10/30/2021	10042184
	Shelton	Alisha		X	NE02	2021	8/18/2021	30015005
	Shepherd	George		C	FL09	2021	7/11/2021	10041351
	Sheriff	Peggy		W		2021		8217933
Hon.	Sherrill	Mikie		P	NJ11	2021	4/1/2021	20018496
Hon.	Shimkus	John		T	IL15	2021	5/12/2021	10039503
Hon.	Shimkus	John		X	IL15	2021	2/2/2021	30011642
	Siddiqui	Imran Uddin Dr		X	FL20	2021	8/23/2021	30015051
	Sigala	Angelina R.		C	CA10	2021	4/27/2021	10039991
	Simms	Jill Eaton		C	OH13	2021	5/25/2021	10040636
Hon.	Simpson	Michael K.		P	ID02	2021	1/13/2021	20018028
Hon.	Simpson	Michael K.		P	ID02	2021	2/1/2021	20018114
Hon.	Simpson	Michael K.		P	ID02	2021	4/2/2021	20018508
Hon.	Simpson	Michael K.		P	ID02	2021	5/19/2021	20018773
	Sims	Alan		X	GA10	2021	10/7/2021	8218391
	Sites	Jeffrey Alan		C	OH04	2021	5/14/2021	10040453
	Skarlatos	Alek		C	OR04	2021	9/28/2021	10043812
	Slagel	Gary Allen		C	TX32	2021	9/14/2021	10043628
	Slagel	Gary Allen		D	TX32	2021	8/30/2021	40003242
	Smith	Darin Dale		C	WY01	2021	9/3/2021	10040804
	Smith	Darin Dale		X	WY01	2021	6/15/2021	30014951
	Smith	Gina Dunckel		C	TX14	2021	5/14/2021	10040283
	Smith	Gregg Harrison		W		2021		8217918
	Smith	Isaac		X	TX26	2021	9/13/2021	30015067
	Smith	Loretta		C	OR06	2021	7/30/2021	10041864
	Smith	Sancha		A	LA05	2021	3/15/2021	10039632
	Smith	Sancha		C	LA05	2021	3/15/2021	10039625
	Smith	Wesley Gilman		D	MO02	2021	5/14/2021	8218039
	Soriano	Gavriel Eliyahu		C	FL11	2021	5/17/2021	10040522
Mr.	Sotelo	Philip		D	TX34	2021	5/26/2021	40003208
	Southworth-Beckwith	Maximillian		C	NC07	2021	9/30/2021	10043793
Hon.	Spanberger	Abigail		P	VA07	2021	6/3/2021	20018843
Hon.	Spano	Vincent Ross		T	FL15	2021	1/29/2021	10039486
	Spartz	Victoria		P	IN05	2021	2/20/2021	20018254
Hon.	Spartz	Victoria		P	IN05	2021	6/20/2021	20018952
Hon.	Spartz	Victoria		P	IN05	2021	6/21/2021	20018955
Hon.	Spartz	Victoria		P	IN05	2021	9/27/2021	20019527
Hon.	Spartz	Victoria		P	IN05	2021	10/6/2021	20019555
	Srivastava	Sandeep Kumar		C	TX03	2021	10/26/2021	10043688
	Srivastava	Sandeep Kumar		X	TX03	2021	9/13/2021	30015072
	St. John	Heidi		C	WA03	2021	5/17/2021	10039964
	Stahl	Judith		X	AZ04	2021	6/1/2021	30014925
	Stahl	Judith		X	AZ04	2021	6/29/2021	30014967
	Stahl	Judith		X	AZ04	2021	7/29/2021	30014992
Ms.	Stahl	Judy Elizabeth		C	AZ04	2021	9/13/2021	10040471
	Stansbury	Melanie		X	NM01	2021	5/11/2021	30014893
Hon.	Stansbury	Melanie		C	NM01	2021	8/13/2021	10040188
	Staples	Mary Mallory		C	GA06	2021	7/9/2021	10041181
	Steiner	Max		A	CA01	2021	8/2/2021	10042231
	Steiner	Max		C	CA01	2021	8/2/2021	10042229
Mr.	Stephens	John Matthew		C	IN03	2021	5/11/2021	10039641
Hon.	Steube	Greg		P	FL17	2021	2/24/2021	20018273
Hon.	Steube	Greg		P	FL17	2021	4/2/2021	20018463
	Stevens	Michael Travis		C	TX20	2021	6/7/2021	10040825
	Stewart	Hal		D	NY22	2021	6/25/2021	40003217
	Stinziano	Michael		W	OH15	2021	5/24/2021	7814
Hon.	Stivers	Steve		T	OH15	2021	9/8/2021	10040758
Hon.	Stivers	Steve		X	OH15	2021	6/2/2021	30014938
	Strong	Dale Whitney		C	AL05	2021	6/30/2021	10040427
	Strong	Dale Whitney		X	AL05	2021	5/18/2021	30014913
	Sturm	Scott William		C	TX21	2021	5/4/2021	10040187
Hon.	Suozzi	Thomas		P	NY03	2021	9/23/2021	20019379
Hon.	Suozzi	Thomas		P	NY03	2021	10/5/2021	20019577
	Swaffer	Darlene		C	FL22	2021	10/1/2021	10043801
	Swaffer	Darlene		X	FL22	2021	10/8/2021	30015109
	Swan	Mitchell		C	GA10	2021	8/12/2021	10043119
